번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
382,영화상영관,03_13_02_P,3150000,CDFF4220002019000006,20190125,,1,영업/정상,13,영업중,,,,,02-3665-9064,,,서울특별시 강서구 등촌동 639-23 3~9층,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",7567,CGV 등촌 6관,2.02E+13,U,40:00.0,,187210.9178,450631.4355,영화상영관,,0,,,0,10,3,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20190125,
383,영화상영관,03_13_02_P,4160000,CDFF4220002019000001,20190322,,1,영업/정상,13,영업중,,,,,315817791,,,경기도 가평군 가평읍 대곡리 148-3,"경기도 가평군 가평읍 석봉로 100, 뮤직빌리지내 1939세네마 1관",12416,1939시네마1관,2.02E+13,U,40:00.0,,245091.3366,480263.343,영화상영관,,3,,,0,3,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20190322,
384,영화상영관,03_13_02_P,4160000,CDFF4220002019000002,20190322,,1,영업/정상,13,영업중,,,,,315817791,,,경기도 가평군 가평읍 대곡리 148-3,"경기도 가평군 가평읍 석봉로 100, 뮤직빌리지내 1939 시네마2관",12416,1939 시네마 2관,2.02E+13,U,40:00.0,,245091.3366,480263.343,영화상영관,,3,,,0,3,0,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20190322,
385,영화상영관,03_13_02_P,4050000,CDFF4220002019000001,20190109,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 역북동 510,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",17054,롯데시네마 용인역북 1관,2.02E+13,U,40:00.0,,216629.9917,414866.8652,영화상영관,,10,,,,6,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190109,준주거지역
386,영화상영관,03_13_02_P,4050000,CDFF4220002019000002,20190109,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 역북동 510,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",17054,롯데시네마 용인역북 2관,2.02E+13,U,40:00.0,,216629.9917,414866.8652,영화상영관,,10,,,,6,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190109,준주거지역
387,영화상영관,03_13_02_P,4050000,CDFF4220002019000003,20190109,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 역북동 510,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",17054,롯데시네마 용인역북 3관,2.02E+13,U,40:00.0,,216629.9917,414866.8652,영화상영관,,10,,,,6,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190109,준주거지역
388,영화상영관,03_13_02_P,4050000,CDFF4220002019000004,20190109,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 역북동 510,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",17054,롯데시네마 용인역북 4관,2.02E+13,U,40:00.0,,216629.9917,414866.8652,영화상영관,,10,,,,6,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190109,준주거지역
389,영화상영관,03_13_02_P,4050000,CDFF4220002019000005,20190109,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 역북동 510,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",17054,롯데시네마 용인역북 5관,2.02E+13,U,40:00.0,,216629.9917,414866.8652,영화상영관,,10,,,,6,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190109,준주거지역
390,영화상영관,03_13_02_P,4050000,CDFF4220002019000006,20190109,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 역북동 510,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",17054,롯데시네마 용인역북 6관,2.02E+13,U,40:00.0,,216629.9917,414866.8652,영화상영관,,10,,,,6,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190109,준주거지역
391,영화상영관,03_13_02_P,4050000,CDFF4220002019000007,20190109,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 역북동 510,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",17054,롯데시네마 용인역북 7관,2.02E+13,U,40:00.0,,216629.9917,414866.8652,영화상영관,,10,,,,6,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190109,준주거지역
392,영화상영관,03_13_02_P,4890000,CDFF4220002019000001,20190327,,1,영업/정상,13,영업중,,,,,061-745-9150,,,전라남도 보성군 보성읍 원봉리 2-27,전라남도 보성군 보성읍 현충로 44-12,59458,보성작은영화관 2관,2.02E+13,U,40:00.0,,,,영화상영관,,2,기타,,,2,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20190327,일반상업지역
393,영화상영관,03_13_02_P,4890000,CDFF4220002019000002,20190327,,1,영업/정상,13,영업중,,,,,061-745-9150,,,전라남도 보성군 보성읍 원봉리 2-27,전라남도 보성군 보성읍 현충로 44-12,59458,보성작은영화관 1관,2.02E+13,U,40:00.0,,,,영화상영관,,2,기타,,,2,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20190327,공업지역
394,영화상영관,03_13_02_P,3090000,CDFF4220002022000001,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",1334,CGV 방학 4DX관,2.02E+13,I,22:33.0,,203799.8653,462533.4302,영화상영관,,15,,,0,10,5,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220420,
395,영화상영관,03_13_02_P,3090000,CDFF4220002022000002,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",1334,CGV 방학 2관,2.02E+13,I,22:33.0,,203799.8653,462533.4302,영화상영관,,15,,,0,10,5,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220420,
396,영화상영관,03_13_02_P,3090000,CDFF4220002022000003,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 7관,2.02E+13,I,22:33.0,,203799.8653,462533.4302,영화상영관,,15,,,0,10,5,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220420,
397,영화상영관,03_13_02_P,3090000,CDFF4220002022000004,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",1334,CGV 방학 3관,2.02E+13,I,22:33.0,,203799.8653,462533.4302,영화상영관,,15,,,0,10,5,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220420,
398,영화상영관,03_13_02_P,3090000,CDFF4220002022000005,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 4관,2.02E+13,I,22:33.0,,203799.8653,462533.4302,영화상영관,,15,,,0,10,5,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220420,
399,영화상영관,03_13_02_P,3090000,CDFF4220002022000006,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 5관,2.02E+13,I,22:33.0,,203799.8653,462533.4302,영화상영관,,15,,,0,10,5,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220420,
400,영화상영관,03_13_02_P,3090000,CDFF4220002022000007,20220420,,1,영업/정상,13,영업중,,,,,02-526-8859,,,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",1334,CGV 방학 6관,2.02E+13,I,22:33.0,,203799.8653,462533.4302,영화상영관,,15,,,0,10,5,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220420,
401,영화상영관,03_13_02_P,3900000,CDFF4220002022000001,20220425,,1,영업/정상,13,영업중,,,,,02-6914-5661,,,경기도 광명시 일직동 514,"경기도 광명시 일직로 43, GIDC B동 B2층 G262호, G301호 (일직동)",14353,CGV광명역1관,2.02E+13,U,40:00.0,,,,영화상영관,,2,,,0,0,2,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,
402,영화상영관,03_13_02_P,3900000,CDFF4220002022000002,20220425,,1,영업/정상,13,영업중,,,,,02-6914-5991,,,경기도 광명시 일직동 514,"경기도 광명시 일직로 43, GIDC B동 B2층 G262호, G301호 (일직동)",14353,CGV광명역2관,2.02E+13,I,22:42.0,,,,영화상영관,,2,,,0,0,2,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,
403,영화상영관,03_13_02_P,3540000,CDFF4220002022000003,20220425,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 94,"인천광역시 부평구 주부토로 236, B동 (갈산동)",21330,롯데시네마 부평갈산 3관,2.02E+13,I,22:42.0,,175822.5754,445932.0483,영화상영관,,24,,,0,23,1,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,준공업지역
404,영화상영관,03_13_02_P,3540000,CDFF4220002022000004,20220425,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 94,"인천광역시 부평구 주부토로 236, B동 (갈산동)",21330,롯데시네마 부평갈산 4관,2.02E+13,I,22:42.0,,175822.5754,445932.0483,영화상영관,,24,,,0,23,1,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,준공업지역
405,영화상영관,03_13_02_P,3540000,CDFF4220002022000005,20220425,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 94,"인천광역시 부평구 주부토로 236, B동 (갈산동)",21330,롯데시네마 부평갈산 5관,2.02E+13,I,22:42.0,,175822.5754,445932.0483,영화상영관,,24,,,0,23,1,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,준공업지역
406,영화상영관,03_13_02_P,3540000,CDFF4220002022000006,20220425,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 94,"인천광역시 부평구 주부토로 236, B동 (갈산동)",21330,롯데시네마 부평갈산 6관,2.02E+13,I,22:42.0,,175822.5754,445932.0483,영화상영관,,24,,,0,23,1,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,준공업지역
407,영화상영관,03_13_02_P,3540000,CDFF4220002022000007,20220425,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 94,"인천광역시 부평구 주부토로 236, B동 (갈산동)",21330,롯데시네마 부평갈산 7관,2.02E+13,I,22:42.0,,175822.5754,445932.0483,영화상영관,,24,,,0,23,1,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,준공업지역
408,영화상영관,03_13_02_P,3900000,CDFF4220002022000003,20220425,,1,영업/정상,13,영업중,,,,,02-6914-5991,,,경기도 광명시 일직동 514,"경기도 광명시 일직로 43, GIDC B동 B2층 G262호, G301호 (일직동)",14353,CGV광명역3관,2.02E+13,I,22:42.0,,,,영화상영관,,2,,,0,0,2,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,
409,영화상영관,03_13_02_P,3900000,CDFF4220002022000004,20220425,,1,영업/정상,13,영업중,,,,,02-6914-5991,,,경기도 광명시 일직동 514,"경기도 광명시 일직로 43, GIDC B동 B2층 G262호, G301호 (일직동)",14353,CGV광명역4관,2.02E+13,I,22:42.0,,,,영화상영관,,2,,,0,0,2,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,
410,영화상영관,03_13_02_P,3900000,CDFF4220002022000005,20220425,,1,영업/정상,13,영업중,,,,,02-6914-5991,,,경기도 광명시 일직동 514,"경기도 광명시 일직로 43, GIDC B동 B2층 G262호, G301호 (일직동)",14353,CGV광명역5관,2.02E+13,I,22:42.0,,,,영화상영관,,2,,,0,0,2,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,
411,영화상영관,03_13_02_P,3540000,CDFF4220002022000001,20220425,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 94,"인천광역시 부평구 주부토로 236, B동 (갈산동)",21330,롯데시네마 부평갈산 1관,2.02E+13,I,22:42.0,,175822.5754,445932.0483,영화상영관,,24,,,0,23,1,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,준공업지역
412,영화상영관,03_13_02_P,3540000,CDFF4220002022000002,20220425,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 갈산동 94,"인천광역시 부평구 주부토로 236, B동 (갈산동)",21330,롯데시네마 부평갈산 2관,2.02E+13,I,22:42.0,,175822.5754,445932.0483,영화상영관,,24,,,0,23,1,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20220425,준공업지역
413,영화상영관,03_13_02_P,3600000,CDFF4220002002000001,20020327,,1,영업/정상,13,영업중,,,,,062-446-6644,,,광주광역시 서구 치평동 1222-1번지,광주광역시 서구 시청로60번길 21-9 (치평동),61948,메가박스 상무 10관,2.02E+13,U,40:00.0,,186613.0465,183951.233,영화상영관,영화상영관,9,기타,,,8,1,차량관련시설,1.1,,,,,,,,,,,,,,,,,,영화관,,20020327,중심상업지역
414,영화상영관,03_13_02_P,3600000,CDFF4220002002000002,20020327,,1,영업/정상,13,영업중,,,,,062-446-6644,,,광주광역시 서구 치평동 1222-1번지,광주광역시 서구 시청로60번길 21-9 (치평동),61948,메가박스 상무 9관,2.02E+13,U,40:00.0,,186613.0465,183951.233,영화상영관,영화상영관,9,기타,,,8,1,차량관련시설,1.1,,,,,,,,,,,,,,,,,,영화관,,20020327,중심상업지역
415,영화상영관,03_13_02_P,3600000,CDFF4220002002000003,20020327,,1,영업/정상,13,영업중,,,,,062-446-6644,,,광주광역시 서구 치평동 1222-1번지,광주광역시 서구 시청로60번길 21-9 (치평동),61948,메가박스 상무 8관,2.02E+13,U,40:00.0,,186613.0465,183951.233,영화상영관,영화상영관,9,기타,,,8,1,차량관련시설,1.1,,,,,,,,,,,,,,,,,,영화관,,20020327,중심상업지역
416,영화상영관,03_13_02_P,3600000,CDFF4220002002000004,20020327,,1,영업/정상,13,영업중,,,,,062-446-6644,,,광주광역시 서구 치평동 1222-1번지,광주광역시 서구 시청로60번길 21-9 (치평동),61948,메가박스 상무7관,2.02E+13,U,40:00.0,,186613.0465,183951.233,영화상영관,영화상영관,8,기타,,,8,1,차량관련시설,1.1,,,,,,,,,,,,,,,,,,영화관,,20020327,상업지역
417,영화상영관,03_13_02_P,3600000,CDFF4220002003000002,20030808,,1,영업/정상,13,영업중,,,,,062-446-6644,,,광주광역시 서구 치평동 1223-3번지,광주광역시 서구 시청로60번길 21-6 (치평동),61948,메가박스 상무 2관,2.02E+13,U,40:00.0,,186660.302,183916.1105,영화상영관,영화상영관,9,,,,7,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20030808,중심상업지역
418,영화상영관,03_13_02_P,3600000,CDFF4220002003000004,20030808,,1,영업/정상,13,영업중,,,,,062-446-6644,,,광주광역시 서구 치평동 1223-3번지,광주광역시 서구 시청로60번길 21-6 (치평동),61948,메가박스 상무 3관,2.02E+13,U,40:00.0,,186660.302,183916.1105,영화상영관,영화상영관,9,,,,7,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20030808,중심상업지역
419,영화상영관,03_13_02_P,3600000,CDFF4220002011000003,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제3관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
420,영화상영관,03_13_02_P,3600000,CDFF4220002011000004,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제4관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
421,영화상영관,03_13_02_P,3600000,CDFF4220002011000005,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제5관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
422,영화상영관,03_13_02_P,3600000,CDFF4220002011000006,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제6관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
423,영화상영관,03_13_02_P,3600000,CDFF4220002011000007,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제7관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
424,영화상영관,03_13_02_P,3600000,CDFF4220002011000008,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제8관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,1,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
425,영화상영관,03_13_02_P,3600000,CDFF4220002011000009,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제9관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
426,영화상영관,03_13_02_P,3600000,CDFF4220002011000010,20110809,,1,영업/정상,13,영업중,,,,,02-371-6505,,,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),61949,CGV광주상무 제10관,2.02E+13,U,40:00.0,,186350.8164,183915.8701,영화상영관,,15,유흥업소밀집지역,,,11,4,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20110809,중심상업지역
427,영화상영관,03_13_02_P,3600000,CDFF4220002009000004,20090519,,1,영업/정상,13,영업중,,,,,062-369-3572,,,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),광주광역시 서구 무진대로 904 (광천동),61937,CGV 광주터미널 제5관[CGV아트하우스],2.02E+13,U,40:00.0,,189004.9682,184579.5536,영화상영관,,8,기타,,,6,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090519,일반상업지역
428,영화상영관,03_13_02_P,3600000,CDFF4220002009000005,20090519,,1,영업/정상,13,영업중,,,,,062-369-3572,,,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),광주광역시 서구 무진대로 904 (광천동),61937,CGV 광주터미널 6관,2.02E+13,U,40:00.0,,189004.9682,184579.5536,영화상영관,,8,기타,,,6,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090519,일반상업지역
429,영화상영관,03_13_02_P,3600000,CDFF4220002009000006,20090519,,1,영업/정상,13,영업중,,,,,062-369-3572,,,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),광주광역시 서구 무진대로 904 (광천동),61937,CGV 광주터미널 7관,2.02E+13,U,40:00.0,,189004.9682,184579.5536,영화상영관,,8,기타,,,6,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090519,일반상업지역
430,영화상영관,03_13_02_P,3600000,CDFF4220002009000007,20090519,,1,영업/정상,13,영업중,,,,,062-369-3572,,,광주광역시 서구 광천동 49-1 유스퀘어(광천터미널),광주광역시 서구 무진대로 904 (광천동),61937,CGV 광주터미널 8관,2.02E+13,U,40:00.0,,189004.9682,184579.5536,영화상영관,,8,기타,,,6,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090519,일반상업지역
431,영화상영관,03_13_02_P,3590000,CDFF4220002006000003,20190419,,1,영업/정상,13,영업중,,,,,062-410-7173,,,광주광역시 동구 불로동 1-21,광주광역시 동구 중앙로160번길 16-7 (불로동),,CGV광주금남로 7관,2.02E+13,U,40:00.0,,192150.4993,183089.569,영화상영관,영화상영관,10,유흥업소밀집지역,,,9,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20190419,중심상업지역
